Timestep,C7,LARM,LASI,LELB,LFOREARM,LHEEL,LLEPI,LLMAL,LMFL,LMFS,LP1MT,LP5MT,LPAT,LSH,LTHAD,LTHAP,LTHLD,LTHLP,LTIAD,LTIAP,LTILAT,LTOE,LWR,MAN,P1,P2,P3,RARM,RASI,RELB,RFOREARM,RHEEL,RLEPI,RLMAL,RMFL,RMFS,RP1MT,RP5MT,RPAT,RSH,RTHAD,RTHAP,RTHLD,RTHLP,RTIAD,RTIAP,RTILAT,RTOE,RWR,SACR,T7,x52,x53,
141,0.00398169,0.00419557,0.016806,0.00307937,0.00657671,0.0150401,0.0105213,0.0136678,0.016418,0.00743293,0.0141535,0.0208122,0,0.00450644,0.0105651,0.0097849,0.0129792,0.0144539,0.00488598,0.00594331,0.0079165,0.015186,0.00506809,0.0085394,0,0,0,0.00182988,0.00898478,0.00567826,0.00441838,0.0258787,0.0172538,0.0102147,0.0041092,0.0134618,0.0097726,0.0164392,0,0.00174517,0.00436397,0.0106421,0.0175401,0.0171607,0.00868877,0.00821214,0.0075317,0.00962493,0.0049824,0.0112176,0.00598837,0,0,0
142,0.00405935,0.00327534,0.0163266,0.00285356,0.00623287,0.014349,0.00847322,0.0142073,0.0161644,0.00770053,0.0131189,0.0198345,0,0.00393901,0.0112983,0.00832433,0.0132833,0.0151622,0.00552231,0.00592305,0.00816714,0.0142242,0.00445987,0.00810344,0,0,0,0.0015307,0.00950779,0.00450413,0.00370371,0.0257739,0.0179667,0.0109585,0.0046272,0.0131619,0.00930761,0.0161773,0,0.00151998,0.00545825,0.0111035,0.0177885,0.0184193,0.00833279,0.00825493,0.00777508,0.00924532,0.00423655,0.0111944,0.0059908,0,0,0
143,0.00448759,0.00229575,0.0159052,0.00280471,0.00603303,0.0138764,0.00687418,0.0149875,0.0158932,0.00813554,0.0107457,0.0163433,0,0.0031989,0.012972,0.0103211,0.0132796,0.0154158,0.00623927,0.00604128,0.00850926,0.0126528,0.00406868,0.00762777,0,0,0,0.00140586,0.0102497,0.00320629,0.00319372,0.0252823,0.0182261,0.0116278,0.00454886,0.0126576,0.00859022,0.015233,0,0.00153844,0.00595148,0.0119564,0.0173649,0.0192649,0.0074917,0.00870241,0.00824162,0.00861377,0.00345485,0.0115016,0.00630973,0,0,0
144,0.00504437,0.00172289,0.0149198,0.00282996,0.00597055,0.0127945,0.00558775,0.0151779,0.017349,0.00805028,0.00779879,0,0,0.00254345,0.0135994,0.0141828,0.0120198,0.014161,0.00686174,0.00639702,0.00877031,0.00729471,0.00370487,0.00735747,0,0,0,0.00150048,0.010941,0.00199552,0.00272095,0.0240073,0.0183674,0.0126339,0.00457999,0.0120022,0.00757025,0.0140219,0,0.00173177,0.00667329,0.0129802,0.0172287,0.0203506,0.00625996,0.00856756,0.00849327,0.00731351,0.00265165,0.0114967,0.00671309,0,0,0
145,0.00576898,0.00210001,0.0139119,0.00297227,0.00592968,0.0146082,0.00571586,0.0140421,0.0120279,0.00596891,0.00690961,0,0,0.00249612,0.012201,0.0183087,0.0106019,0.0121956,0.00665372,0.0058211,0.00809176,0.00716568,0.00338326,0.00728999,0,0,0,0.00159624,0.0114805,0.000980588,0.00278019,0.0222114,0.0186669,0.0146921,0.00502723,0.011431,0.00673728,0.0130388,0,0.00202678,0.00788274,0.0137402,0.0172185,0.0215517,0.00625733,0.00790527,0.00855649,0.00603826,0.00189642,0.0114058,0.00710008,0,0,0
146,0.00675512,0.00333595,0.012187,0.00346946,0.00589212,0.0177189,0.00619283,0.0130363,0,0.00876663,0,0.00921667,0,0.00319042,0.00922579,0.019582,0.00783508,0.00945921,0.00681177,0.00558557,0.00766924,0.00747301,0.00295941,0.00760427,0,0,0,0.00209478,0.0125627,0.000875159,0.0026058,0.0206702,0.0191763,0.0169158,0.00538766,0.0106498,0.00615683,0.0113694,0,0.00225613,0.00987764,0.0149926,0.0174399,0.0228897,0.00706195,0.00777841,0.00890605,0.00564109,0.00140431,0.0114011,0.00767505,0,0,0
147,0.00746576,0.00433673,0.011567,0.00409355,0.0059675,0,0.00642001,0.0119127,0,0,0,0,0,0.00450493,0.00528988,0.0163802,0.00577867,0.0086381,0.00848537,0.00708654,0.00894673,0.00912129,0.00276414,0.00781769,0,0,0,0.00213118,0.0133291,0.00188648,0.00305948,0.0200346,0.0193124,0.0193331,0.00535589,0.0100394,0.0062907,0.00990171,0,0.0024154,0.0114716,0.0154754,0.0177694,0.0245721,0.00726296,0.00841672,0.00925608,0.00708223,0.0015188,0.0118913,0.00813479,0,0,0
148,0.00883107,0.00519815,0.012122,0.00485605,0.00616521,0.0182195,0.00894478,0.010607,0.00458988,0.0110772,0.00882195,0.0161344,0,0.00588863,0.00718445,0.0155418,0.00682111,0.00882657,0.00487468,0.00383956,0.0103061,0,0.00273892,0.00871744,0,0,0,0.002258,0.0133043,0.00292389,0.0034257,0.019364,0.0200765,0.0201194,0.00582242,0.00957828,0.007287,0.00800724,0,0.00256969,0.0125958,0.0164725,0.0178783,0.0262177,0.00714814,0.00907125,0.00957363,0.00803006,0.00204932,0.0139851,0.00950873,0,0,0
149,0.00941277,0.00619954,0.0126958,0.00578242,0.00628256,0,0.00802947,0.00804548,0.00463642,0.0091194,0,0,0,0.00718181,0.00475366,0.00987526,0.00579143,0.00842452,0.00748181,0.00535364,0.0126055,0,0.00278317,0.00906941,0,0,0,0.00280892,0.0134511,0.00403644,0.00337752,0.019904,0.0202592,0.0207024,0.00674742,0.00939839,0.00705495,0.00668458,0,0.00247606,0.0130438,0.0163251,0.0175079,0.0275176,0.00762905,0.00931439,0.0104243,0.00745083,0.00264067,0.0167226,0.0100048,0,0,0
150,0.00977719,0.00643277,0.0130767,0.00644798,0.00640332,0.0164971,0.00974861,0.00507284,0.00225733,0,0,0,0,0.00821331,0.00403971,0.00931231,0.0069899,0.00846647,0.00887172,0.00546622,0.0113091,0,0.00303567,0.00935751,0,0,0,0.00379711,0.0129347,0.00515643,0.00360421,0.0212023,0.0204993,0.0221011,0.00791606,0.00935629,0.00501414,0.00529395,0,0.00259977,0.0139119,0.0164852,0.01711,0.0287817,0.00778956,0.0094,0.0116736,0.00526804,0.00334027,0.0194604,0.0102707,0,0,0
151,0.00963639,0.00704632,0.0128993,0.00715809,0.00635007,0.0160245,0.00987524,0.00791169,0.00574181,0.0178394,0,0.013163,0,0.00884986,0.00166436,0.00835963,0.0090178,0.00943401,0.00572397,0.00541839,0.00800111,0,0.00325649,0.00943889,0,0,0,0.00503501,0.0120625,0.00621423,0.00423089,0.0222534,0.0207054,0.0233582,0.00876678,0.00953312,0.00470228,0.00398826,0,0.00266714,0.0150779,0.0166943,0.0166268,0.0295419,0.00759798,0.00951934,0.0128461,0.00360619,0.00420219,0.0217199,0.0100039,0,0,0
152,0.00901443,0.00818556,0.0124577,0.00813169,0.00578009,0.0166872,0.00870925,0.00972064,0,0.0180448,0.00939912,0.016989,0,0.00889689,0.00117988,0.00766903,0.0111537,0.0113022,0.00471136,0.00430967,0.00378982,0,0.00373913,0.00928562,0,0,0,0.00617627,0.0111194,0.00715474,0.00534448,0.0223157,0.0208481,0.0245111,0.00894929,0.0096035,0.00529675,0.00311026,0,0.00286156,0.0162181,0.0168824,0.0160595,0.0295623,0.00664352,0.00980951,0.0139419,0.00266188,0.0050125,0.0234446,0.00926562,0,0,0
153,0.00798919,0.00880724,0.012001,0.00914595,0.00526982,0.0184758,0.00741976,0.00761491,0,0.0177895,0.01013,0.0214856,0,0.00857395,0.00306482,0.00635637,0.0132214,0.0139184,0.00402099,0.00290659,0.00146763,0.01616,0.00433247,0.00889476,0,0,0,0.00664934,0.0106604,0.00765224,0.00590277,0.0217547,0.0211352,0.0250029,0.00840467,0.00925447,0.00546941,0.00276586,0,0.00360849,0.0171786,0.0172642,0.0157091,0.0287882,0.00545162,0.00994802,0.0144373,0.00219271,0.00582062,0.0247643,0.00821531,0,0,0
154,0.00662881,0.00866717,0.0117915,0.00935102,0.00535119,0.021334,0.00493843,0.00594227,0,0.00979334,0,0,0,0.00812922,0.00589395,0.00472739,0.0146663,0.0163835,0.00458676,0.00303262,0.00126785,0,0.0042044,0.00833413,0,0,0,0.00639331,0.0112768,0.00835995,0.00740822,0.020374,0.0212597,0.0242009,0.00763342,0.00856729,0.00499067,0.00288196,0,0.00401784,0.0177575,0.0175907,0.015406,0.0257259,0.004045,0.00998323,0.0141315,0.00209201,0.0063355,0.0258998,0.00714749,0,0,0
155,0.00543819,0.00873195,0.010656,0.0097553,0.00481061,0.0206748,0.00382027,0.00980737,0.00974032,0,0.0143226,0.0160055,0,0.00716224,0.00840866,0.00577332,0.0155217,0.0175939,0.00643025,0.00346292,0.00303061,0,0.00443823,0.007874,0,0,0,0.00575693,0.0122065,0.00745916,0.00830564,0.0186672,0.0214364,0.0231615,0.00684652,0.00793598,0.00438316,0.00310053,0,0.00408366,0.0184045,0.0180376,0.0149059,0.0242827,0.00412797,0.0102345,0.0135856,0.00189358,0.00758836,0.0257706,0.00653216,0,0,0
156,0.00445785,0.00711002,0.0100168,0.0092146,0.00583615,0.0233102,0.00380867,0.00399648,0,0,0,0,0,0.00662562,0.00963703,0.0075058,0.01556,0.0177307,0.00531163,0.00426758,0.0026833,0.00762191,0.00452148,0.00719107,0,0,0,0.00487205,0.0128531,0.006589,0.00878944,0.0168344,0.0216223,0.022174,0.00596919,0.00773103,0.00402597,0.00365015,0,0.00430746,0.0184325,0.0181213,0.014241,0.0250942,0.00605782,0.0109433,0.0129658,0.00157065,0.00871883,0.0249234,0.00580449,0,0,0
157,0.00401849,0.00576059,0.0101957,0.00965211,0.005929,0.0232358,0.00532404,0.00732301,0.00474032,0.0151258,0,0,0,0.00589422,0.0116966,0.0109814,0.0147943,0.016678,0.00533467,0.00481324,0.00631953,0.010198,0.00471477,0.00676041,0,0,0,0.00422246,0.0123972,0.00647515,0.00924284,0.0151123,0.021824,0.0209762,0.00492701,0.00801972,0.0040562,0.00423813,0,0.00438825,0.0184073,0.0181453,0.0134798,0.0243271,0.00579104,0.012221,0.0118443,0.00159067,0.00889824,0.0231013,0.00532663,0,0,0
158,0.0038373,0.00442243,0.010657,0.00768488,0.00661088,0.0236873,0.00569904,0,0,0,0.0124576,0,0,0.00620526,0.0123075,0.0129298,0.0115566,0.0134405,0.00770444,0.00640191,0.00918643,0.0112679,0.00419132,0.00629695,0,0,0,0.00413563,0.0136474,0.00693687,0.00842255,0.0134097,0.0216414,0.0196728,0.00438851,0.00682186,0.00388361,0.00391121,0,0.00513675,0.0190288,0.0182123,0.0126473,0.0225592,0.00558395,0.011531,0.010631,0.00188667,0.00835426,0.0207947,0.0046941,0,0,0
159,0.00364577,0.00428219,0,0.00747742,0.00556971,0.0234449,0.00843962,0.00901768,0,0,0.0150644,0,0,0.00608038,0.0134131,0.0160826,0.00967807,0.0114018,0.00836483,0.00696094,0.00978065,0.012503,0.00396563,0.00628072,0,0,0,0.00442484,0.0175308,0.00709182,0.00779032,0.0115656,0.020775,0.0184746,0.0042134,0.00536176,0.00345874,0.00376579,0,0.00534957,0.0196625,0.0179796,0.0108296,0.0195334,0,0.00821245,0.00974035,0.00195936,0.0079337,0.0177016,0.00449854,0,0,0
160,0.00371098,0.00376918,0,0.00707489,0.00593782,0.0222388,0.0109568,0.0107647,0.00639229,0.0175686,0.0140649,0,0,0.00681306,0.0147897,0.0187941,0.00861008,0.0100635,0.00825424,0.0067545,0.0119018,0.016723,0.00393652,0.00657242,0,0,0,0.0045426,0.020283,0.00689778,0.00745506,0.00979468,0.0206813,0.0165579,0.00348466,0.00364632,0.00236453,0.00344689,0,0.00519911,0.019766,0.0179079,0.00974936,0.0178433,0,0.00458043,0.00971619,0.00153435,0.00765379,0.0137145,0.00494028,0,0,0
161,0.00428882,0.0032356,0,0.00714084,0.00598898,0.0217912,0.0132284,0.0114071,0.0111267,0.02082,0,0.0140804,0,0.00771403,0.0154591,0.0204305,0.00766801,0.00882853,0.00745977,0.00568484,0.0128318,0.0170878,0.00394029,0.00711419,0,0,0,0.00455755,0.0229564,0.0066824,0.00764219,0.00796346,0.0206597,0.0145874,0.00282975,0.00215784,0.00219907,0.00432885,0,0.00466666,0.0196307,0.0178918,0.0089912,0.0165904,0.00423539,0.00447952,0.00978656,0.0074557,0.00745593,0.0107815,0.00582699,0,0,0
162,0.00405387,0.00275117,0.00968896,0.00706223,0.00604314,0.021049,0.0158275,0.0119735,0.0123037,0.020645,0,0.0133046,0,0.0082374,0.0150465,0.0206516,0.00594483,0.00626687,0.00788488,0.00521135,0.0131741,0.0201547,0.00393318,0.00675201,0,0,0,0.00500565,0.0159041,0.00628233,0.00757235,0.00741285,0.0210776,0.0139129,0.00313817,0.00190383,0.00294136,0.00464934,0,0.00445257,0.0188136,0.0175015,0.00805101,0.0161807,0.00335474,0.00368725,0.010591,0.00860678,0.00743591,0.00758918,0.00538608,0,0,0
163,0.00469815,0.00242659,0.0104589,0.00685462,0.00610899,0.0202868,0.0167456,0.0119978,0.0101134,0.018148,0,0,0,0.0090744,0.0131615,0.0197195,0.00522949,0.00497881,0.00916367,0.00595495,0.0119235,0.0263722,0.0039654,0.00696876,0,0,0,0.00563887,0.0108892,0.00594017,0.00772348,0.00675041,0.0207241,0.0133419,0.00316166,0.0017978,0.00220748,0.00432451,0,0.00381398,0.017806,0.0166464,0.00704495,0.0158127,0.00289824,0.00394986,0.0120164,0.00541823,0.00750491,0.00684069,0.0059439,0,0,0
164,0.00519016,0.00227062,0.0107842,0.00579939,0.0094391,0.0186337,0.0177753,0.0128638,0.0142714,0.0201215,0,0.013954,0,0.0112859,0.0115193,0.018845,0.00567248,0.00494179,0.00824363,0.00507444,0.0110498,0.0263868,0.0049401,0.00669534,0,0,0,0.00513933,0.00767136,0.00667359,0.0115598,0.00714346,0.0205511,0.0129804,0.00321299,0.00182325,0.00262177,0.00378132,0,0.00317778,0.0169691,0.0163095,0.00661765,0.0159811,0.00246964,0.00726475,0.0139279,0.00186503,0.00822001,0.00735061,0.00675795,0,0,0
165,0.00712875,0.00187676,0.0113029,0.00561009,0.00646763,0.0186904,0.0191761,0.0143499,0.0125625,0.0148928,0.0178247,0,0,0.0110168,0.0095697,0.0176753,0.00762976,0.00700768,0.00693484,0.00521936,0.0115083,0.0287906,0.00381713,0.00757381,0,0,0,0.00727082,0.00612487,0.00470285,0.00788156,0.00604017,0.0200527,0.0114695,0.00270723,0.00118482,0.00429455,0.00442227,0,0.00258856,0.0158211,0.0155436,0.00713983,0.0169073,0.00170272,0.00888798,0.015239,0.00140826,0.00852141,0.00803962,0.00760233,0,0,0
166,0.00751009,0.00160032,0.0105513,0.00382522,0.0116988,0.0159515,0.0200738,0.0150295,0.0165033,0.0186894,0,0.0161701,0,0.0127057,0.00834684,0.0164287,0.00868923,0.00823159,0.00896546,0.00651223,0.0108336,0.0314025,0.00585292,0.00752055,0,0,0,0.00899821,0.00696556,0.00431732,0.00825535,0.00657604,0.0187837,0.0123564,0.00339231,0.00286667,0.00259528,0.00391114,0,0.00255789,0.016412,0.0169742,0.00706631,0.0170231,0.00283297,0.00794512,0.0169656,0.00249723,0.00785827,0.00872251,0.00797185,0,0,0
167,0.00883946,0.00237755,0.0108246,0.00388811,0.00806471,0.0157599,0.0204927,0.0167801,0.0165368,0.0173218,0.0218001,0.0192692,0,0.0125782,0.0087952,0.0145924,0.0104211,0.010525,0.0106259,0.00884734,0.0118026,0,0.0041797,0.0082292,0,0,0,0.00887474,0.0081481,0.0051067,0.0127554,0.0059924,0.0184908,0.0122774,0.00344361,0.00300099,0.00315287,0.00428873,0,0.00208467,0.015855,0.0172088,0.00764326,0.0171329,0.00356175,0.00675199,0.0184349,0.00252014,0.00910705,0.00881,0.00844205,0,0,0
168,0.0105443,0.00267426,0.0118841,0.00415438,0.00565288,0.0147855,0.0205458,0.0183446,0.0173489,0.0178121,0,0.0200355,0,0.0126891,0.0100534,0.0141471,0.0120781,0.0126701,0.0122212,0.011444,0.0134019,0,0.00316676,0.00876801,0,0,0,0.0112118,0.00993989,0.00372714,0.00866428,0.0050906,0.0179873,0.0121351,0.00360218,0.00299586,0.00447591,0.00487627,0,0.00262978,0.0153302,0.0175335,0.0082909,0.0164968,0.00454247,0.00578391,0.0195947,0.00228644,0.00861806,0.0083538,0.00882753,0,0,0
169,0.0112251,0.00262085,0.0138972,0.00386235,0.0057542,0.0120804,0.0205672,0.0201067,0.0180212,0.0173367,0,0.0185295,0,0.0128847,0.0123272,0.0152497,0.0129075,0.0130207,0.0122263,0.0126578,0.0154321,0.0325135,0.00303405,0.00838451,0,0,0,0.0122116,0.0118112,0.00353842,0.00913016,0.00433974,0.017676,0.0117294,0.00363531,0.00304467,0.00527481,0.00527545,0,0.00326979,0.014955,0.0181341,0.00897553,0.0153378,0.00543536,0.00584616,0.0205015,0.00234066,0.00907732,0.00736496,0.00823638,0,0,0
170,0.0113958,0.00255997,0.0150688,0.00407984,0.00547741,0.0104628,0.0196224,0.0205496,0.0159175,0.0147475,0,0.0171065,0,0.0127814,0.0133428,0.0152622,0.0132664,0.0131324,0.0130356,0.014218,0.0179245,0.0276995,0.0027758,0.0080106,0,0,0,0.0132608,0.0122231,0.00307113,0.00950372,0.0041676,0.017447,0.0110299,0.00402444,0.00344942,0.00525273,0.00597639,0,0.0040666,0.0144033,0.0179697,0.0095641,0.013818,0.00654332,0.00656328,0.0211462,0.00286787,0.00950692,0.00643904,0.00737936,0,0,0
171,0.0107973,0.00209138,0.0156061,0.0041756,0.00554539,0.00739701,0.0191783,0.0195825,0.0118415,0.0111738,0,0.0132652,0,0.0123616,0.0133896,0.0161098,0.012928,0.0137647,0.0141212,0.0147983,0.0191555,0.0215946,0.00306732,0.007083,0,0,0,0.0140106,0.0120814,0.00285082,0.00950088,0.00493987,0.0170801,0.0104826,0.00471894,0.00413206,0.00589357,0.00702533,0,0.00506272,0.0139424,0.0167693,0.00955232,0.0121233,0.00797203,0.00786214,0.0219882,0.00414309,0.010095,0.00507596,0.00603322,0,0,0
172,0.00964137,0.00154048,0.0154764,0.00492238,0.00542741,0.00518713,0.018233,0.0184462,0.00757984,0.00522826,0.00726408,0.00968812,0,0.0117904,0.0134738,0.0164376,0.0120681,0.013336,0.0147786,0.0147057,0.0193231,0.00960536,0.00368803,0.00702106,0,0,0,0.0141171,0.0115816,0.00280183,0.00994935,0.0066152,0.0170225,0.0100584,0.00602959,0.00453966,0.00654759,0.00889853,0,0.00609576,0.0135389,0.014514,0.00936468,0.0108882,0.00943187,0.0094551,0.0229222,0.00547588,0.0105965,0.00450136,0.00453208,0,0,0
